file,press,beep,target_ms,selftest_late_ms,stamp_late_ms,fit_late_ms,fit_rms_ms,flags
beep-selftest-deviceclock-20260923-093114-358.csv,1,1,76333681.329,25.524,25.456,15.749,0.221,
beep-selftest-deviceclock-20260923-093114-358.csv,1,2,76334181.329,25.515,25.453,15.710,0.222,
beep-selftest-deviceclock-20260923-093114-358.csv,1,3,76334681.329,25.493,25.437,15.694,0.222,
beep-selftest-deviceclock-20260923-093114-358.csv,1,4,76335181.329,25.474,25.423,15.705,0.221,
beep-selftest-deviceclock-20260923-093114-358.csv,1,5,76335681.329,26.309,26.264,15.736,0.221,
beep-selftest-deviceclock-20260923-093114-358.csv,2,1,76337033.201,25.485,25.455,15.738,0.220,
beep-selftest-deviceclock-20260923-093114-358.csv,2,2,76337533.201,24.684,24.660,14.970,0.221,
beep-selftest-deviceclock-20260923-093114-358.csv,2,3,76338033.201,25.543,25.524,15.791,0.222,
beep-selftest-deviceclock-20260923-093114-358.csv,2,4,76338533.201,25.523,25.510,15.772,0.222,
beep-selftest-deviceclock-20260923-093114-358.csv,2,5,76339033.201,25.475,25.468,15.775,0.222,
beep-selftest-deviceclock-20260923-093114-358.csv,3,1,76340427.459,25.495,25.503,15.793,0.221,
beep-selftest-deviceclock-20260923-093114-358.csv,3,2,76340927.459,25.538,25.552,15.824,0.221,
beep-selftest-deviceclock-20260923-093114-358.csv,3,3,76341427.459,25.466,25.486,15.780,0.221,
beep-selftest-deviceclock-20260923-093114-358.csv,3,4,76341927.459,26.329,26.355,15.830,0.221,
beep-selftest-deviceclock-20260923-093114-358.csv,3,5,76342427.459,25.516,25.547,15.831,0.221,
beep-selftest-deviceclock-20260923-093114-358.csv,4,1,76343820.588,25.509,25.556,15.821,0.221,
beep-selftest-deviceclock-20260923-093114-358.csv,4,2,76344320.588,26.301,26.354,15.825,0.221,
beep-selftest-deviceclock-20260923-093114-358.csv,4,3,76344820.588,25.496,25.554,15.807,0.221,
beep-selftest-deviceclock-20260923-093114-358.csv,4,4,76345320.588,25.495,25.559,15.858,0.220,
beep-selftest-deviceclock-20260923-093114-358.csv,4,5,76345820.588,25.489,25.559,15.861,0.220,
beep-selftest-deviceclock-20260923-093114-358.csv,5,1,76347209.700,26.320,26.405,15.878,0.222,
beep-selftest-deviceclock-20260923-093114-358.csv,5,2,76347709.700,25.552,25.643,15.930,0.222,
beep-selftest-deviceclock-20260923-093114-358.csv,5,3,76348209.700,24.690,24.787,15.073,0.222,
beep-selftest-deviceclock-20260923-093114-358.csv,5,4,76348709.700,25.511,25.614,15.871,0.223,
beep-selftest-deviceclock-20260923-093114-358.csv,5,5,76349209.700,25.513,25.620,15.897,0.223,
beep-selftest-deviceclock-20260923-093114-358.csv,6,1,76350594.959,25.482,25.606,15.888,0.222,
beep-selftest-deviceclock-20260923-093114-358.csv,6,2,76351094.959,24.736,24.866,15.122,0.222,
beep-selftest-deviceclock-20260923-093114-358.csv,6,3,76351594.959,25.545,25.680,15.945,0.222,
beep-selftest-deviceclock-20260923-093114-358.csv,6,4,76352094.959,25.500,25.640,15.947,0.224,
beep-selftest-deviceclock-20260923-093114-358.csv,6,5,76352594.959,25.538,25.684,15.952,0.222,
beep-selftest-deviceclock-20260923-093114-358.csv,7,1,76353964.186,25.507,25.669,15.949,0.221,
beep-selftest-deviceclock-20260923-093114-358.csv,7,2,76354464.186,25.535,25.703,15.982,0.220,
beep-selftest-deviceclock-20260923-093114-358.csv,7,3,76354964.186,25.493,25.666,15.989,0.220,
beep-selftest-deviceclock-20260923-093114-358.csv,7,4,76355464.186,25.507,25.686,15.999,0.221,
beep-selftest-deviceclock-20260923-093114-358.csv,7,5,76355964.186,26.300,26.485,15.982,0.220,
beep-selftest-deviceclock-20260923-093114-358.csv,8,1,76357321.691,25.525,25.725,16.031,0.219,
beep-selftest-deviceclock-20260923-093114-358.csv,8,2,76357821.691,25.531,25.737,16.038,0.220,
beep-selftest-deviceclock-20260923-093114-358.csv,8,3,76358321.691,25.525,25.736,16.046,0.219,
beep-selftest-deviceclock-20260923-093114-358.csv,8,4,76358821.691,25.527,25.744,16.054,0.219,
beep-selftest-deviceclock-20260923-093114-358.csv,8,5,76359321.691,26.270,26.493,16.014,0.220,
beep-selftest-deviceclock-20260923-093114-358.csv,9,1,76360689.715,24.683,24.921,15.259,0.221,
beep-selftest-deviceclock-20260923-093114-358.csv,9,2,76361189.715,25.466,25.710,16.057,0.220,
beep-selftest-deviceclock-20260923-093114-358.csv,9,3,76361689.715,25.492,25.741,16.060,0.222,
beep-selftest-deviceclock-20260923-093114-358.csv,9,4,76362189.715,-10.535,-10.280,-19.921,0.222,
beep-selftest-deviceclock-20260923-093114-358.csv,9,5,76362689.715,26.310,26.571,16.094,0.222,
beep-selftest-deviceclock-20260923-093114-358.csv,10,1,76364045.246,25.522,25.798,16.126,0.222,
beep-selftest-deviceclock-20260923-093114-358.csv,10,2,76364545.246,25.503,25.785,16.110,0.223,
beep-selftest-deviceclock-20260923-093114-358.csv,10,3,76365045.246,25.474,25.762,16.116,0.222,
beep-selftest-deviceclock-20260923-093114-358.csv,10,4,76365545.246,25.501,25.794,16.144,0.221,
beep-selftest-deviceclock-20260923-093114-358.csv,10,5,76366045.246,26.325,26.624,16.147,0.220,
