stamp_ms_bin_start,max_amp
73239345,0.11880
73239350,0.12059
73239355,0.11275
73239360,0.09604
73239365,0.07566
73239370,0.05574
73239375,0.03627
73239380,0.01629
73239385,0.00357
73239845,0.11881
73239850,0.12060
73239855,0.11273
73239860,0.09600
73239865,0.07563
73239870,0.05572
73239875,0.03628
73239880,0.01630
73239885,0.00357
