kind,pass,call_100ns,qpc_100ns,pos_s
poll,1920,718399123921,718399123922,19.198095238
poll,1920,718399128925,718399128925,19.198594104
poll,1920,718399133940,718399133940,19.199092971
poll,1930,718400048819,718400048820,19.290566893
poll,1930,718400053834,718400053835,19.291065760
poll,1930,718400058836,718400058837,19.291564626
poll,1930,718400063849,718400063850,19.292063492
poll,1930,718400068859,718400068859,19.292562358
poll,1930,718400073869,718400073870,19.293061224
poll,1930,718400078880,718400078881,19.293560091
poll,1930,718400083896,718400083907,19.294058957
poll,1930,718400088926,718400088927,19.294580499
poll,1930,718400093936,718400093936,19.295079365
poll,1930,718400098945,718400098956,19.295578231
poll,1930,718400103971,718400103972,19.296077098
poll,1930,718400108984,718400108984,19.296575964
poll,1930,718400113997,718400113998,19.297074830
poll,1930,718400119007,718400119008,19.297573696
poll,1930,718400124019,718400124020,19.298072562
poll,1930,718400129033,718400129034,19.298571429
poll,1930,718400134044,718400134045,19.299070295
poll,1940,718401048863,718401048875,19.390566893
poll,1940,718401054002,718401054003,19.391088435
poll,1940,718401059004,718401059005,19.391587302
poll,1940,718401064007,718401064007,19.392086168
poll,1940,718401069009,718401069010,19.392585034
poll,1940,718401074023,718401074034,19.393083900
poll,1940,718401079106,718401079107,19.393605442
poll,1940,718401084108,718401084112,19.394104308
poll,1940,718401089125,718401089126,19.394603175
poll,1940,718401094134,718401094135,19.395102041
poll,1940,718401099152,718401099152,19.395600907
poll,1940,718401104159,718401104159,19.396099773
poll,1940,718401109163,718401109163,19.396598639
poll,1940,718401114171,718401114171,19.397097506
poll,1940,718401119181,718401119182,19.397619048
poll,1940,718401124191,718401124192,19.398117914
poll,1940,718401129197,718401129197,19.398616780
poll,1940,718401134208,718401134208,19.399115646
poll,1950,718402049483,718402049494,19.490589569
poll,1950,718402054516,718402054517,19.491088435
poll,1950,718402059524,718402059524,19.491587302
poll,1950,718402064535,718402064536,19.492086168
poll,1950,718402069548,718402069549,19.492607710
poll,1950,718402074561,718402074561,19.493106576
poll,1950,718402079571,718402079571,19.493605442
poll,1950,718402084584,718402084585,19.494104308
poll,1950,718402089603,718402089604,19.494603175
poll,1950,718402094622,718402094623,19.495102041
poll,1950,718402099633,718402099633,19.495600907
poll,1950,718402104635,718402104636,19.496099773
poll,1950,718402109638,718402109639,19.496598639
poll,1950,718402114643,718402114644,19.497097506
poll,1950,718402119661,718402119661,19.497619048
poll,1950,718402124666,718402124667,19.498117914
poll,1950,718402129685,718402129685,19.498616780
poll,1950,718402134692,718402134692,19.499115646
poll,1960,718403048959,718403048960,19.590544218
poll,1960,718403053970,718403053971,19.591043084
poll,1960,718403058984,718403058984,19.591541950
poll,1960,718403063994,718403063995,19.592063492
poll,1960,718403069004,718403069005,19.592562358
poll,1960,718403074014,718403074014,19.593061224
poll,1960,718403079028,718403079028,19.593560091
poll,1960,718403084041,718403084041,19.594058957
poll,1960,718403089056,718403089057,19.594557823
poll,1960,718403094070,718403094070,19.595056689
poll,1960,718403099082,718403099083,19.595555556
poll,1960,718403104096,718403104097,19.596054422
poll,1960,718403109106,718403109111,19.596553288
poll,1960,718403114128,718403114129,19.597074830
poll,1960,718403119146,718403119147,19.597573696
poll,1960,718403124161,718403124162,19.598072562
poll,1960,718403129163,718403129163,19.598571429
poll,1960,718403134177,718403134177,19.599070295
poll,1970,718404049079,718404049080,19.690544218
poll,1970,718404054093,718404054094,19.691043084
poll,1970,718404059101,718404059105,19.691541950
poll,1970,718404064118,718404064118,19.692063492
poll,1970,718404069124,718404069125,19.692562358
poll,1970,718404074130,718404074130,19.693061224
poll,1970,718404079139,718404079139,19.693560091
poll,1970,718404084148,718404084149,19.694058957
poll,1970,718404089160,718404089160,19.694557823
poll,1970,718404094170,718404094170,19.695056689
poll,1970,718404099182,718404099183,19.695555556
poll,1970,718404104196,718404104197,19.696054422
poll,1970,718404109212,718404109212,19.696553288
poll,1970,718404114226,718404114227,19.697074830
poll,1970,718404119239,718404119240,19.697573696
poll,1970,718404124245,718404124246,19.698072562
poll,1970,718404129253,718404129254,19.698571429
poll,1970,718404134265,718404134265,19.699070295
poll,1980,718405049310,718405049311,19.790566893
poll,1980,718405054325,718405054325,19.791065760
poll,1980,718405059336,718405059337,19.791587302
poll,1980,718405064349,718405064361,19.792086168
poll,1980,718405069381,718405069382,19.792585034
poll,1980,718405074390,718405074391,19.793083900
poll,1980,718405079393,718405079394,19.793582766
poll,1980,718405084400,718405084401,19.794081633
poll,1980,718405089415,718405089416,19.794580499
poll,1980,718405094421,718405094422,19.795079365
poll,1980,718405099425,718405099425,19.795578231
poll,1980,718405104436,718405104436,19.796077098
poll,1980,718405109451,718405109452,19.796598639
poll,1980,718405114464,718405114464,19.797097506
poll,1980,718405119476,718405119477,19.797596372
poll,1980,718405124495,718405124496,19.798095238
poll,1980,718405129514,718405129515,19.798594104
poll,1980,718405134521,718405134522,19.799092971
poll,1990,718406049466,718406049468,19.890566893
poll,1990,718406054474,718406054474,19.891065760
poll,1990,718406059475,718406059476,19.891564626
poll,1990,718406064487,718406064497,19.892063492
poll,1990,718406069513,718406069513,19.892562358
poll,1990,718406074522,718406074523,19.893061224
poll,1990,718406079532,718406079533,19.893560091
poll,1990,718406084542,718406084542,19.894058957
poll,1990,718406089549,718406089550,19.894557823
poll,1990,718406094560,718406094561,19.895056689
poll,1990,718406099563,718406099563,19.895578231
poll,1990,718406104574,718406104575,19.896077098
poll,1990,718406109582,718406109583,19.896575964
poll,1990,718406114593,718406114597,19.897074830
poll,1990,718406119611,718406119612,19.897573696
poll,1990,718406124628,718406124628,19.898072562
poll,1990,718406129636,718406129637,19.898571429
poll,1990,718406134640,718406134641,19.899070295
poll,2000,718407049554,718407049565,19.990566893
poll,2000,718407054693,718407054694,19.991088435
poll,2000,718407059708,718407059712,19.991587302
poll,2000,718407064729,718407064729,19.992086168
poll,2000,718407069735,718407069736,19.992585034
poll,2000,718407074743,718407074743,19.993083900
poll,2000,718407079744,718407079744,19.993582766
poll,2000,718407084761,718407084761,19.994104308
poll,2000,718407089762,718407089763,19.994603175
poll,2000,718407094766,718407094766,19.995102041
poll,2000,718407099770,718407099770,19.995600907
poll,2000,718407104787,718407104788,19.996099773
poll,2000,718407109799,718407109800,19.996598639
poll,2000,718407114816,718407114816,19.997097506
poll,2000,718407119829,718407119830,19.997596372
poll,2000,718407124844,718407124844,19.998095238
poll,2000,718407129845,718407129846,19.998594104
poll,2000,718407134860,718407134860,19.999115646
poll,2010,718408048901,718408048902,20.090566893
poll,2010,718408053914,718408053915,20.091065760
poll,2010,718408058925,718408058925,20.091587302
poll,2010,718408063940,718408063941,20.092086168
poll,2010,718408068951,718408068952,20.092585034
poll,2010,718408073962,718408073962,20.093083900
poll,2010,718408078975,718408078976,20.093582766
poll,2010,718408083981,718408083981,20.094081633
poll,2010,718408088992,718408088993,20.094580499
poll,2010,718408094011,718408094011,20.095079365
poll,2010,718408099027,718408099028,20.095578231
poll,2010,718408104037,718408104038,20.096077098
poll,2010,718408109050,718408109050,20.096598639
poll,2010,718408114063,718408114064,20.097097506
poll,2010,718408119066,718408119067,20.097596372
poll,2010,718408124082,718408124082,20.098095238
poll,2010,718408129098,718408129099,20.098594104
poll,2010,718408134114,718408134115,20.099092971
poll,2020,718409048664,718409048664,20.190566893
poll,2020,718409053673,718409053674,20.191065760
poll,2020,718409058682,718409058682,20.191564626
poll,2020,718409063691,718409063702,20.192063492
poll,2020,718409068716,718409068716,20.192562358
poll,2020,718409073723,718409073723,20.193083900
poll,2020,718409078724,718409078725,20.193582766
poll,2020,718409083734,718409083736,20.194081633
poll,2020,718409088743,718409088744,20.194580499
poll,2020,718409093745,718409093746,20.195079365
poll,2020,718409098748,718409098749,20.195578231
poll,2020,718409103763,718409103764,20.196077098
poll,2020,718409108778,718409108779,20.196575964
poll,2020,718409113796,718409113796,20.197074830
poll,2020,718409118800,718409118802,20.197573696
poll,2020,718409123805,718409123806,20.198072562
poll,2020,718409128808,718409128809,20.198571429
poll,2020,718409133826,718409133826,20.199092971
poll,2030,718410048588,718410048589,20.290544218
poll,2030,718410053593,718410053593,20.291043084
poll,2030,718410058628,718410058629,20.291564626
poll,2030,718410063642,718410063642,20.292063492
poll,2030,718410068643,718410068644,20.292562358
poll,2030,718410073650,718410073651,20.293061224
poll,2030,718410078653,718410078653,20.293560091
poll,2030,718410083657,718410083658,20.294058957
poll,2030,718410088664,718410088668,20.294557823
poll,2030,718410093681,718410093682,20.295056689
poll,2030,718410098689,718410098689,20.295555556
poll,2030,718410103704,718410103705,20.296054422
poll,2030,718410108720,718410108720,20.296553288
poll,2030,718410113726,718410113727,20.297074830
poll,2030,718410118734,718410118735,20.297573696
poll,2030,718410123740,718410123740,20.298072562
poll,2030,718410128750,718410128751,20.298571429
poll,2030,718410133756,718410133756,20.299070295
poll,2040,718411048710,718411048711,20.390544218
poll,2040,718411053720,718411053720,20.391065760
poll,2040,718411058728,718411058728,20.391564626
poll,2040,718411063742,718411063753,20.392063492
poll,2040,718411068763,718411068763,20.392562358
poll,2040,718411073776,718411073777,20.393061224
poll,2040,718411078793,718411078794,20.393560091
poll,2040,718411083795,718411083796,20.394058957
poll,2040,718411088799,718411088800,20.394557823
poll,2040,718411093816,718411093817,20.395056689
poll,2040,718411098832,718411098832,20.395555556
poll,2040,718411103848,718411103849,20.396077098
poll,2040,718411108851,718411108852,20.396575964
poll,2040,718411113854,718411113855,20.397074830
poll,2040,718411118871,718411118871,20.397573696
poll,2040,718411123879,718411123880,20.398072562
poll,2040,718411128889,718411128889,20.398571429
poll,2040,718411133897,718411133898,20.399070295
poll,2050,718412048826,718412048827,20.490566893
poll,2050,718412053835,718412053836,20.491065760
poll,2050,718412058845,718412058845,20.491564626
poll,2050,718412063895,718412063896,20.492086168
poll,2050,718412068912,718412068913,20.492585034
poll,2050,718412073918,718412073919,20.493083900
poll,2050,718412078923,718412078923,20.493582766
poll,2050,718412083933,718412083933,20.494081633
poll,2050,718412088938,718412088939,20.494580499
poll,2050,718412093944,718412093944,20.495079365
poll,2050,718412098947,718412098948,20.495578231
poll,2050,718412103954,718412103958,20.496077098
poll,2050,718412108966,718412108967,20.496598639
poll,2050,718412113972,718412113973,20.497097506
poll,2050,718412118982,718412118983,20.497596372
poll,2050,718412123995,718412123995,20.498095238
poll,2050,718412129005,718412129006,20.498594104
poll,2050,718412134023,718412134024,20.499092971
poll,2060,718413048571,718413048572,20.590544218
poll,2060,718413053591,718413053595,20.591043084
poll,2060,718413058617,718413058617,20.591564626
poll,2060,718413063620,718413063621,20.592063492
poll,2060,718413068636,718413068637,20.592562358
poll,2060,718413073644,718413073644,20.593061224
poll,2060,718413078652,718413078653,20.593560091
poll,2060,718413083660,718413083661,20.594058957
poll,2060,718413088678,718413088678,20.594557823
poll,2060,718413093686,718413093687,20.595056689
poll,2060,718413098696,718413098697,20.595555556
poll,2060,718413103703,718413103704,20.596054422
poll,2060,718413108714,718413108714,20.596553288
poll,2060,718413113717,718413113718,20.597074830
poll,2060,718413118720,718413118721,20.597573696
poll,2060,718413123723,718413123724,20.598072562
poll,2060,718413128733,718413128734,20.598571429
poll,2060,718413133739,718413133740,20.599070295
poll,2070,718414048774,718414048775,20.690544218
poll,2070,718414053784,718414053785,20.691043084
poll,2070,718414058790,718414058790,20.691541950
poll,2070,718414063795,718414063796,20.692063492
poll,2070,718414068799,718414068799,20.692562358
poll,2070,718414073803,718414073804,20.693061224
poll,2070,718414078808,718414078809,20.693560091
poll,2070,718414083822,718414083823,20.694058957
poll,2070,718414088827,718414088827,20.694557823
poll,2070,718414093830,718414093831,20.695056689
poll,2070,718414098843,718414098844,20.695555556
poll,2070,718414103848,718414103848,20.696054422
poll,2070,718414108854,718414108855,20.696553288
poll,2070,718414113862,718414113862,20.697052154
poll,2070,718414118868,718414118869,20.697551020
poll,2070,718414123873,718414123873,20.698049887
poll,2070,718414128877,718414128878,20.698571429
poll,2070,718414133882,718414133882,20.699070295
poll,2080,718415048772,718415048773,20.790566893
poll,2080,718415053795,718415053796,20.791065760
poll,2080,718415058799,718415058800,20.791564626
poll,2080,718415063802,718415063813,20.792063492
poll,2080,718415068829,718415068829,20.792585034
poll,2080,718415073834,718415073835,20.793083900
poll,2080,718415078843,718415078844,20.793582766
poll,2080,718415083849,718415083850,20.794081633
poll,2080,718415088855,718415088856,20.794580499
poll,2080,718415093858,718415093858,20.795079365
poll,2080,718415098864,718415098865,20.795578231
poll,2080,718415103881,718415103885,20.796077098
poll,2080,718415108891,718415108891,20.796575964
poll,2080,718415113895,718415113896,20.797074830
poll,2080,718415118903,718415118904,20.797573696
poll,2080,718415123920,718415123921,20.798095238
poll,2080,718415128937,718415128938,20.798594104
poll,2080,718415133955,718415133955,20.799092971
poll,2090,718416048652,718416048653,20.890544218
poll,2090,718416053658,718416053659,20.891043084
poll,2090,718416058675,718416058679,20.891541950
poll,2090,718416063700,718416063700,20.892063492
poll,2090,718416068702,718416068702,20.892562358
poll,2090,718416073705,718416073706,20.893061224
poll,2090,718416078710,718416078711,20.893560091
poll,2090,718416083722,718416083723,20.894058957
poll,2090,718416088740,718416088741,20.894557823
poll,2090,718416093743,718416093744,20.895056689
poll,2090,718416098753,718416098753,20.895555556
poll,2090,718416103759,718416103759,20.896054422
poll,2090,718416108762,718416108763,20.896553288
poll,2090,718416113766,718416113767,20.897052154
poll,2090,718416118771,718416118771,20.897551020
poll,2090,718416123773,718416123773,20.898072562
poll,2090,718416128790,718416128791,20.898571429
poll,2090,718416133809,718416133809,20.899070295
poll,2100,718417048838,718417048850,20.990566893
poll,2100,718417053870,718417053870,20.991088435
poll,2100,718417058880,718417058881,20.991587302
poll,2100,718417063890,718417063891,20.992086168
poll,2100,718417068904,718417068904,20.992585034
poll,2100,718417073917,718417073917,20.993083900
poll,2100,718417078929,718417078929,20.993582766
poll,2100,718417083946,718417083947,20.994081633
poll,2100,718417088964,718417088964,20.994580499
poll,2100,718417093976,718417093977,20.995079365
poll,2100,718417098983,718417098984,20.995578231
poll,2100,718417104000,718417104000,20.996099773
poll,2100,718417109012,718417109013,20.996598639
poll,2100,718417114020,718417114020,20.997097506
poll,2100,718417119037,718417119038,20.997596372
poll,2100,718417124054,718417124054,20.998095238
poll,2100,718417129057,718417129058,20.998594104
poll,2100,718417134071,718417134072,20.999092971
poll,2110,718418049324,718418049330,21.090612245
poll,2110,718418054353,718418054366,21.091111111
poll,2110,718418059380,718418059381,21.091609977
poll,2110,718418064393,718418064394,21.092108844
poll,2110,718418069410,718418069410,21.092607710
poll,2110,718418074444,718418074445,21.093129252
poll,2110,718418079446,718418079447,21.093628118
poll,2110,718418084449,718418084449,21.094126984
poll,2110,718418089464,718418089465,21.094625850
poll,2110,718418094469,718418094469,21.095124717
poll,2110,718418099476,718418099477,21.095623583
poll,2110,718418104482,718418104483,21.096122449
poll,2110,718418109493,718418109494,21.096621315
poll,2110,718418114511,718418114515,21.097120181
poll,2110,718418119535,718418119536,21.097619048
poll,2110,718418124551,718418124552,21.098140590
poll,2110,718418129554,718418129555,21.098639456
poll,2110,718418134563,718418134563,21.099138322
poll,2120,718419048894,718419048905,21.190566893
poll,2120,718419054033,718419054034,21.191088435
poll,2120,718419059042,718419059042,21.191587302
poll,2120,718419064053,718419064054,21.192086168
poll,2120,718419069066,718419069067,21.192585034
poll,2120,718419074081,718419074085,21.193083900
poll,2120,718419079099,718419079099,21.193582766
poll,2120,718419084115,718419084116,21.194081633
poll,2120,718419089132,718419089134,21.194603175
poll,2120,718419094137,718419094137,21.195102041
poll,2120,718419099150,718419099150,21.195600907
poll,2120,718419104153,718419104154,21.196099773
poll,2120,718419109169,718419109169,21.196598639
poll,2120,718419114174,718419114175,21.197097506
poll,2120,718419119191,718419119192,21.197596372
poll,2120,718419124210,718419124210,21.198095238
poll,2120,718419129227,718419129227,21.198594104
poll,2120,718419134237,718419134238,21.199092971
poll,2130,718420048466,718420048467,21.290544218
poll,2130,718420053476,718420053476,21.291043084
poll,2130,718420058482,718420058483,21.291541950
poll,2130,718420063502,718420063512,21.292063492
poll,2130,718420068526,718420068526,21.292562358
poll,2130,718420073535,718420073535,21.293061224
poll,2130,718420078549,718420078550,21.293560091
poll,2130,718420083557,718420083557,21.294058957
poll,2130,718420088562,718420088562,21.294557823
poll,2130,718420093578,718420093578,21.295056689
poll,2130,718420098589,718420098589,21.295555556
poll,2130,718420103598,718420103598,21.296054422
poll,2130,718420108616,718420108617,21.296553288
poll,2130,718420113627,718420113628,21.297074830
poll,2130,718420118635,718420118635,21.297573696
poll,2130,718420123653,718420123654,21.298072562
poll,2130,718420128666,718420128666,21.298571429
poll,2130,718420133679,718420133680,21.299070295
poll,2140,718421048956,718421048958,21.390566893
poll,2140,718421053968,718421053969,21.391065760
poll,2140,718421058987,718421058988,21.391587302
poll,2140,718421064000,718421064011,21.392086168
poll,2140,718421069034,718421069034,21.392585034
poll,2140,718421074052,718421074052,21.393083900
poll,2140,718421079060,718421079071,21.393582766
poll,2140,718421084086,718421084087,21.394081633
poll,2140,718421089088,718421089089,21.394580499
poll,2140,718421094095,718421094096,21.395079365
poll,2140,718421099104,718421099104,21.395578231
poll,2140,718421104116,718421104120,21.396099773
poll,2140,718421109128,718421109129,21.396598639
poll,2140,718421114132,718421114132,21.397097506
poll,2140,718421119134,718421119135,21.397596372
poll,2140,718421124139,718421124140,21.398095238
poll,2140,718421129145,718421129146,21.398594104
poll,2140,718421134152,718421134153,21.399092971
poll,2150,718422048785,718422048787,21.490566893
poll,2150,718422053801,718422053802,21.491065760
poll,2150,718422058811,718422058812,21.491564626
poll,2150,718422063819,718422063830,21.492086168
poll,2150,718422068853,718422068853,21.492585034
poll,2150,718422073868,718422073868,21.493083900
poll,2150,718422078880,718422078893,21.493582766
poll,2150,718422083902,718422083903,21.494081633
poll,2150,718422088906,718422088907,21.494580499
poll,2150,718422093908,718422093909,21.495079365
poll,2150,718422098920,718422098920,21.495578231
poll,2150,718422103925,718422103925,21.496077098
poll,2150,718422108934,718422108935,21.496575964
poll,2150,718422113940,718422113940,21.497097506
poll,2150,718422118951,718422118952,21.497596372
poll,2150,718422123955,718422123956,21.498095238
poll,2150,718422128963,718422128964,21.498594104
poll,2150,718422133966,718422133967,21.499092971
poll,2160,718423048745,718423048746,21.590544218
poll,2160,718423053755,718423053756,21.591043084
poll,2160,718423058767,718423058767,21.591564626
poll,2160,718423063770,718423063771,21.592063492
poll,2160,718423068780,718423068780,21.592562358
poll,2160,718423073786,718423073787,21.593061224
poll,2160,718423078795,718423078796,21.593560091
poll,2160,718423083814,718423083825,21.594058957
poll,2160,718423088847,718423088848,21.594557823
poll,2160,718423093859,718423093860,21.595056689
poll,2160,718423098863,718423098864,21.595555556
poll,2160,718423103874,718423103875,21.596077098
poll,2160,718423108885,718423108886,21.596575964
poll,2160,718423113892,718423113893,21.597074830
poll,2160,718423118897,718423118898,21.597573696
poll,2160,718423123912,718423123913,21.598072562
poll,2160,718423128931,718423128931,21.598571429
poll,2160,718423133946,718423133946,21.599070295
poll,2170,718424048570,718424048571,21.690544218
poll,2170,718424053574,718424053575,21.691043084
poll,2170,718424058580,718424058581,21.691541950
poll,2170,718424063587,718424063587,21.692063492
poll,2170,718424068597,718424068597,21.692562358
poll,2170,718424073599,718424073600,21.693061224
poll,2170,718424078603,718424078604,21.693560091
poll,2170,718424083609,718424083610,21.694058957
poll,2170,718424088620,718424088624,21.694557823
poll,2170,718424093639,718424093639,21.695056689
poll,2170,718424098649,718424098650,21.695555556
poll,2170,718424103658,718424103659,21.696054422
poll,2170,718424108671,718424108672,21.696553288
poll,2170,718424113680,718424113681,21.697052154
poll,2170,718424118690,718424118690,21.697573696
poll,2170,718424123699,718424123700,21.698072562
poll,2170,718424128708,718424128709,21.698571429
poll,2170,718424133718,718424133719,21.699070295
poll,2180,718425049263,718425049264,21.790589569
poll,2180,718425054270,718425054271,21.791088435
poll,2180,718425059273,718425059274,21.791587302
poll,2180,718425064284,718425064285,21.792108844
poll,2180,718425069294,718425069294,21.792607710
poll,2180,718425074303,718425074303,21.793106576
poll,2180,718425079311,718425079312,21.793605442
poll,2180,718425084320,718425084320,21.794104308
poll,2180,718425089328,718425089328,21.794603175
poll,2180,718425094335,718425094336,21.795102041
poll,2180,718425099343,718425099344,21.795600907
poll,2180,718425104351,718425104351,21.796099773
poll,2180,718425109358,718425109359,21.796598639
poll,2180,718425114363,718425114363,21.797097506
poll,2180,718425119368,718425119369,21.797596372
poll,2180,718425124375,718425124376,21.798117914
poll,2180,718425129380,718425129381,21.798616780
poll,2180,718425134398,718425134398,21.799115646
poll,2190,718426049105,718426049118,21.890589569
poll,2190,718426054139,718426054139,21.891088435
poll,2190,718426059147,718426059147,21.891587302
poll,2190,718426064153,718426064153,21.892086168
poll,2190,718426069170,718426069170,21.892585034
poll,2190,718426074175,718426074176,21.893083900
poll,2190,718426079180,718426079180,21.893582766
poll,2190,718426084220,718426084221,21.894104308
poll,2190,718426089230,718426089243,21.894603175
poll,2190,718426094259,718426094260,21.895102041
poll,2190,718426099274,718426099274,21.895600907
poll,2190,718426104287,718426104288,21.896099773
poll,2190,718426109300,718426109300,21.896598639
poll,2190,718426114307,718426114307,21.897097506
poll,2190,718426119321,718426119325,21.897596372
poll,2190,718426124332,718426124332,21.898095238
poll,2190,718426129349,718426129349,21.898616780
poll,2190,718426134358,718426134359,21.899115646
poll,2200,718427049025,718427049026,21.990566893
poll,2200,718427054038,718427054039,21.991065760
poll,2200,718427059050,718427059051,21.991564626
poll,2200,718427064063,718427064073,21.992086168
poll,2200,718427069087,718427069092,21.992585034
poll,2200,718427074107,718427074107,21.993083900
poll,2200,718427079124,718427079124,21.993582766
poll,2200,718427084130,718427084130,21.994081633
poll,2200,718427089133,718427089134,21.994580499
poll,2200,718427094151,718427094152,21.995079365
poll,2200,718427099157,718427099158,21.995578231
poll,2200,718427104163,718427104163,21.996077098
poll,2200,718427109177,718427109177,21.996598639
poll,2200,718427114183,718427114184,21.997097506
poll,2200,718427119197,718427119198,21.997596372
poll,2200,718427124206,718427124206,21.998095238
poll,2200,718427129209,718427129209,21.998594104
poll,2200,718427134223,718427134224,21.999092971
poll,2210,718428049076,718428049077,22.090589569
poll,2210,718428054091,718428054092,22.091088435
poll,2210,718428059094,718428059095,22.091587302
poll,2210,718428064105,718428064105,22.092086168
poll,2210,718428069118,718428069118,22.092585034
poll,2210,718428074126,718428074126,22.093083900
poll,2210,718428079137,718428079138,22.093582766
poll,2210,718428084148,718428084149,22.094081633
poll,2210,718428089161,718428089161,22.094580499
poll,2210,718428094177,718428094178,22.095102041
poll,2210,718428099188,718428099189,22.095600907
poll,2210,718428104199,718428104200,22.096099773
poll,2210,718428109218,718428109219,22.096598639
poll,2210,718428114220,718428114221,22.097097506
poll,2210,718428119230,718428119231,22.097596372
poll,2210,718428124244,718428124245,22.098095238
poll,2210,718428129248,718428129248,22.098594104
poll,2210,718428134252,718428134253,22.099092971
poll,2220,718429048838,718429048840,22.190544218
poll,2220,718429053872,718429053873,22.191065760
poll,2220,718429058889,718429058890,22.191564626
poll,2220,718429063894,718429063905,22.192063492
poll,2220,718429068927,718429068927,22.192562358
poll,2220,718429073941,718429073942,22.193061224
poll,2220,718429078946,718429078947,22.193560091
poll,2220,718429083959,718429083959,22.194058957
poll,2220,718429088967,718429088968,22.194557823
poll,2220,718429093981,718429093982,22.195056689
poll,2220,718429098987,718429098988,22.195578231
poll,2220,718429104003,718429104004,22.196077098
poll,2220,718429109020,718429109020,22.196575964
poll,2220,718429114036,718429114037,22.197074830
poll,2220,718429119054,718429119055,22.197573696
poll,2220,718429124056,718429124056,22.198072562
poll,2220,718429129061,718429129062,22.198571429
poll,2220,718429134064,718429134064,22.199070295
poll,2230,718430048827,718430048829,22.290566893
poll,2230,718430053838,718430053838,22.291065760
poll,2230,718430058844,718430058845,22.291564626
poll,2230,718430063851,718430063855,22.292063492
poll,2230,718430068864,718430068865,22.292562358
poll,2230,718430073868,718430073868,22.293061224
poll,2230,718430078871,718430078872,22.293560091
poll,2230,718430083886,718430083896,22.294058957
poll,2230,718430088916,718430088917,22.294557823
poll,2230,718430093932,718430093932,22.295056689
poll,2230,718430098933,718430098934,22.295578231
poll,2230,718430103949,718430103950,22.296077098
poll,2230,718430108957,718430108958,22.296575964
poll,2230,718430113973,718430113974,22.297074830
poll,2230,718430118979,718430118980,22.297573696
poll,2230,718430123983,718430123984,22.298072562
poll,2230,718430128986,718430128986,22.298571429
poll,2230,718430134003,718430134004,22.299070295
poll,2240,718431049067,718431049089,22.390589569
poll,2240,718431054208,718431054219,22.391111111
poll,2240,718431059342,718431059343,22.391609977
poll,2240,718431064352,718431064353,22.392108844
poll,2240,718431069356,718431069357,22.392607710
poll,2240,718431074368,718431074369,22.393129252
poll,2240,718431079382,718431079383,22.393628118
poll,2240,718431084386,718431084387,22.394126984
poll,2240,718431089396,718431089397,22.394625850
poll,2240,718431094404,718431094404,22.395124717
poll,2240,718431099420,718431099420,22.395623583
poll,2240,718431104426,718431104427,22.396122449
poll,2240,718431109437,718431109438,22.396621315
poll,2240,718431114444,718431114445,22.397120181
poll,2240,718431119450,718431119451,22.397619048
poll,2240,718431124463,718431124463,22.398117914
poll,2240,718431129476,718431129477,22.398639456
poll,2240,718431134484,718431134485,22.399138322
poll,2250,718432049018,718432049019,22.490566893
poll,2250,718432054028,718432054028,22.491065760
poll,2250,718432059045,718432059045,22.491564626
poll,2250,718432064055,718432064056,22.492063492
poll,2250,718432069071,718432069072,22.492562358
poll,2250,718432074075,718432074076,22.493083900
poll,2250,718432079077,718432079078,22.493582766
poll,2250,718432084094,718432084094,22.494081633
poll,2250,718432089101,718432089102,22.494580499
poll,2250,718432094104,718432094105,22.495079365
poll,2250,718432099122,718432099123,22.495578231
poll,2250,718432104140,718432104140,22.496077098
poll,2250,718432109142,718432109143,22.496575964
poll,2250,718432114159,718432114160,22.497074830
poll,2250,718432119175,718432119175,22.497573696
poll,2250,718432124190,718432124191,22.498095238
poll,2250,718432129203,718432129204,22.498594104
poll,2250,718432134217,718432134217,22.499092971
poll,2260,718433048912,718433048917,22.590544218
poll,2260,718433053936,718433053936,22.591043084
poll,2260,718433058948,718433058949,22.591564626
poll,2260,718433063962,718433063963,22.592063492
poll,2260,718433068966,718433068966,22.592562358
poll,2260,718433073983,718433073984,22.593061224
poll,2260,718433079000,718433079001,22.593560091
poll,2260,718433084009,718433084009,22.594058957
poll,2260,718433089014,718433089015,22.594557823
poll,2260,718433094021,718433094022,22.595056689
poll,2260,718433099032,718433099033,22.595555556
poll,2260,718433104038,718433104039,22.596054422
poll,2260,718433109044,718433109045,22.596553288
poll,2260,718433114048,718433114049,22.597074830
poll,2260,718433119053,718433119053,22.597573696
poll,2260,718433124056,718433124056,22.598072562
poll,2260,718433129061,718433129062,22.598571429
poll,2260,718433134077,718433134078,22.599070295
poll,2270,718434049216,718434049227,22.690589569
poll,2270,718434054240,718434054241,22.691088435
poll,2270,718434059253,718434059254,22.691587302
poll,2270,718434064260,718434064260,22.692086168
poll,2270,718434069271,718434069272,22.692585034
poll,2270,718434074286,718434074287,22.693083900
poll,2270,718434079292,718434079292,22.693605442
poll,2270,718434084300,718434084301,22.694104308
poll,2270,718434089310,718434089311,22.694603175
poll,2270,718434094319,718434094320,22.695102041
poll,2270,718434099324,718434099324,22.695600907
poll,2270,718434104706,718434104708,22.696145125
poll,2270,718434109717,718434109718,22.696643991
poll,2270,718434114730,718434114731,22.697142857
poll,2270,718434119739,718434119739,22.697641723
poll,2270,718434124752,718434124753,22.698140590
poll,2270,718434129757,718434129757,22.698639456
poll,2270,718434134772,718434134773,22.699138322
poll,2280,718435049034,718435049035,22.790566893
poll,2280,718435054040,718435054040,22.791065760
