kind,pass,call_100ns,qpc_100ns,pos_s
first,3925,718599545650,718599545669,39.240090703
first,3926,718599645436,718599645447,39.250068027
first,3927,718599745820,718599745839,39.260090703
first,3928,718599845327,718599845337,39.270068027
first,3929,718599953930,718599953949,39.280090703
first,3930,718600045090,718600045108,39.290045351
first,3931,718600145462,718600145473,39.300068027
first,3932,718600245829,718600245847,39.310090703
first,3933,718600346038,718600346056,39.320113379
first,3934,718600446360,718600446378,39.330090703
first,3935,718600545498,718600545508,39.340068027
first,3936,718600645673,718600645692,39.350090703
first,3937,718600746040,718600746059,39.360090703
first,3938,718600846142,718600846161,39.370113379
first,3939,718600945105,718600945124,39.380045351
first,3940,718601045483,718601045494,39.390068027
first,3941,718601153402,718601153421,39.400045351
first,3942,718601246135,718601246154,39.410113379
first,3943,718601345213,718601345233,39.420045351
first,3944,718601445783,718601445802,39.430090703
first,3945,718601545326,718601545338,39.440068027
first,3946,718601645151,718601645169,39.450045351
first,3947,718601745544,718601745577,39.460068027
first,3948,718601845247,718601845260,39.470045351
first,3949,718601946604,718601946615,39.480113379
first,3950,718602045185,718602045196,39.490045351
first,3951,718602145223,718602145231,39.500045351
first,3952,718602245296,718602245306,39.510068027
first,3953,718602353442,718602353452,39.520045351
first,3954,718602445922,718602445940,39.530068027
first,3955,718602545231,718602545245,39.540045351
first,3956,718602645459,718602645469,39.550068027
first,3957,718602745243,718602745253,39.560045351
first,3958,718602845220,718602845230,39.570045351
first,3959,718602946317,718602946336,39.580068027
first,3960,718603045247,718603045261,39.590045351
first,3961,718603145406,718603145416,39.600068027
first,3962,718603245271,718603245282,39.610045351
first,3963,718603345386,718603345397,39.620068027
first,3964,718603446052,718603446062,39.630045351
first,3965,718603553604,718603553615,39.640068027
first,3966,718603645938,718603645957,39.650090703
first,3967,718603745122,718603745140,39.660045351
first,3968,718603845277,718603845287,39.670068027
first,3969,718603946818,718603946838,39.680090703
first,3970,718604045421,718604045440,39.690068027
first,3971,718604145416,718604145427,39.700045351
first,3972,718604245429,718604245439,39.710068027
first,3973,718604345231,718604345241,39.720045351
first,3974,718604446009,718604446019,39.730045351
first,3975,718604545422,718604545433,39.740068027
first,3976,718604645595,718604645605,39.750045351
first,3977,718604753628,718604753638,39.760068027
first,3978,718604845281,718604845297,39.770045351
first,3979,718604946328,718604946339,39.780068027
first,3980,718605045225,718605045236,39.790045351
first,3981,718605145244,718605145253,39.800045351
first,3982,718605246275,718605246286,39.810068027
first,3983,718605345778,718605345788,39.820090703
first,3984,718605445437,718605445447,39.830068027
first,3985,718605546302,718605546322,39.840113379
first,3986,718605646411,718605646422,39.850136054
first,3987,718605745243,718605745254,39.860045351
first,3988,718605845224,718605845235,39.870045351
first,3989,718605953632,718605953643,39.880068027
first,3990,718606045235,718606045245,39.890045351
first,3991,718606145356,718606145365,39.900068027
first,3992,718606246252,718606246271,39.910068027
first,3993,718606346412,718606346430,39.920136054
first,3994,718606445190,718606445202,39.930045351
first,3995,718606545179,718606545190,39.940045351
first,3996,718606645450,718606645461,39.950068027
first,3997,718606745293,718606745303,39.960045351
first,3998,718606845478,718606845488,39.970068027
first,3999,718606945199,718606945209,39.980045351
first,4000,718607045865,718607045887,39.990090703
first,4001,718607153484,718607153493,40.000045351
first,4002,718607246068,718607246087,40.010090703
first,4003,718607345528,718607345541,40.020068027
first,4004,718607445241,718607445251,40.030045351
first,4005,718607545462,718607545472,40.040068027
first,4006,718607645318,718607645329,40.050045351
first,4007,718607745343,718607745353,40.060068027
first,4008,718607845300,718607845311,40.070045351
first,4009,718607945222,718607945232,40.080045351
first,4010,718608045468,718608045478,40.090068027
first,4011,718608145341,718608145350,40.100045351
first,4012,718608245359,718608245370,40.110068027
first,4013,718608353493,718608353503,40.120045351
first,4014,718608445443,718608445453,40.130068027
first,4015,718608545269,718608545280,40.140045351
first,4016,718608645479,718608645490,40.150068027
first,4017,718608745480,718608745491,40.160068027
first,4018,718608845391,718608845402,40.170045351
first,4019,718608945389,718608945400,40.180068027
first,4020,718609045315,718609045326,40.190045351
first,4021,718609145416,718609145425,40.200068027
first,4022,718609245320,718609245330,40.210045351
first,4023,718609345266,718609345276,40.220045351
first,4024,718609445400,718609445410,40.230068027
first,4025,718609553516,718609553527,40.240045351
first,4026,718609645537,718609645548,40.250068027
first,4027,718609745297,718609745307,40.260045351
first,4028,718609845457,718609845468,40.270068027
first,4029,718609945515,718609945526,40.280045351
first,4030,718610045397,718610045407,40.290068027
first,4031,718610145396,718610145414,40.300045351
first,4032,718610245888,718610245908,40.310090703
first,4033,718610345514,718610345526,40.320068027
first,4034,718610447091,718610447118,40.330226757
first,4035,718610545308,718610545327,40.340068027
first,4036,718610645782,718610645802,40.350090703
first,4037,718610754074,718610754093,40.360090703
first,4038,718610845154,718610845173,40.370045351
first,4039,718610945109,718610945119,40.380045351
first,4040,718611045317,718611045332,40.390068027
first,4041,718611145144,718611145154,40.400045351
first,4042,718611246256,718611246274,40.410113379
first,4043,718611345300,718611345319,40.420045351
first,4044,718611445492,718611445512,40.430068027
first,4045,718611545335,718611545345,40.440045351
first,4046,718611646156,718611646174,40.450090703
first,4047,718611745490,718611745501,40.460068027
first,4048,718611845198,718611845209,40.470045351
first,4049,718611953695,718611953706,40.480068027
first,4050,718612045151,718612045154,40.490045351
first,4051,718612145566,718612145578,40.500068027
first,4052,718612245306,718612245317,40.510045351
first,4053,718612345346,718612345357,40.520045351
first,4054,718612445554,718612445564,40.530068027
first,4055,718612545293,718612545303,40.540045351
first,4056,718612645539,718612645550,40.550068027
first,4057,718612745357,718612745369,40.560045351
first,4058,718612846202,718612846221,40.570113379
first,4059,718612945945,718612945964,40.580090703
first,4060,718613045298,718613045309,40.590045351
first,4061,718613153676,718613153685,40.600068027
first,4062,718613246026,718613246046,40.610090703
first,4063,718613346361,718613346380,40.620113379
first,4064,718613445479,718613445489,40.630045351
first,4065,718613546376,718613546395,40.640113379
first,4066,718613645933,718613645953,40.650090703
first,4067,718613745248,718613745259,40.660045351
first,4068,718613845442,718613845453,40.670068027
first,4069,718613945319,718613945330,40.680045351
first,4070,718614045759,718614045774,40.690068027
first,4071,718614145317,718614145328,40.700045351
first,4072,718614245452,718614245463,40.710068027
first,4073,718614353552,718614353563,40.720045351
first,4074,718614446092,718614446111,40.730090703
first,4075,718614546392,718614546411,40.740113379
first,4076,718614646171,718614646190,40.750090703
first,4077,718614745620,718614745631,40.760068027
first,4078,718614845367,718614845378,40.770045351
first,4079,718614946547,718614946574,40.780136054
first,4080,718615046079,718615046098,40.790090703
first,4081,718615145469,718615145479,40.800045351
first,4082,718615245907,718615245918,40.810090703
first,4083,718615345347,718615345358,40.820045351
first,4084,718615446618,718615446637,40.830136054
first,4085,718615553563,718615553574,40.840045351
first,4086,718615646001,718615646012,40.850090703
first,4087,718615745912,718615745922,40.860090703
first,4088,718615845433,718615845444,40.870045351
first,4089,718615946280,718615946291,40.880113379
first,4090,718616045409,718616045420,40.890045351
first,4091,718616145453,718616145463,40.900068027
first,4092,718616245401,718616245413,40.910045351
first,4093,718616345527,718616345538,40.920068027
first,4094,718616445387,718616445397,40.930045351
first,4095,718616545573,718616545583,40.940068027
first,4096,718616645927,718616645946,40.950090703
first,4097,718616753646,718616753657,40.960045351
first,4098,718616845616,718616845627,40.970068027
first,4099,718616945340,718616945351,40.980045351
first,4100,718617045865,718617045887,40.990090703
first,4101,718617145231,718617145242,41.000045351
first,4102,718617245560,718617245571,41.010068027
first,4103,718617346104,718617346122,41.020090703
first,4104,718617445406,718617445436,41.030045351
first,4105,718617545622,718617545634,41.040068027
first,4106,718617645360,718617645370,41.050045351
first,4107,718617745561,718617745572,41.060068027
first,4108,718617845343,718617845354,41.070045351
first,4109,718617953744,718617953754,41.080068027
first,4110,718618045349,718618045359,41.090045351
first,4111,718618145347,718618145356,41.100045351
first,4112,718618246853,718618246872,41.110158730
first,4113,718618345159,718618345170,41.120045351
first,4114,718618445582,718618445592,41.130068027
first,4115,718618546167,718618546188,41.140090703
first,4116,718618645666,718618645678,41.150068027
first,4117,718618745327,718618745338,41.160045351
first,4118,718618845318,718618845328,41.170045351
first,4119,718618945587,718618945598,41.180068027
first,4120,718619045401,718619045412,41.190045351
first,4121,718619153744,718619153754,41.200068027
first,4122,718619245297,718619245308,41.210045351
first,4123,718619345671,718619345681,41.220068027
first,4124,718619445358,718619445368,41.230045351
first,4125,718619545417,718619545436,41.240045351
first,4126,718619645523,718619645534,41.250068027
first,4127,718619745472,718619745483,41.260045351
first,4128,718619845570,718619845581,41.270068027
first,4129,718619945365,718619945375,41.280045351
first,4130,718620045718,718620045729,41.290068027
first,4131,718620145307,718620145318,41.300045351
first,4132,718620245316,718620245326,41.310045351
first,4133,718620353752,718620353762,41.320068027
first,4134,718620445457,718620445467,41.330045351
first,4135,718620545536,718620545547,41.340068027
first,4136,718620646010,718620646427,41.350136054
first,4137,718620745582,718620745592,41.360068027
first,4138,718620845380,718620845390,41.370045351
first,4139,718620946382,718620946401,41.380136054
first,4140,718621045547,718621045558,41.390068027
first,4141,718621145389,718621145399,41.400045351
first,4142,718621245609,718621245620,41.410068027
first,4143,718621345404,718621345423,41.420045351
first,4144,718621445449,718621445461,41.430068027
first,4145,718621553683,718621553703,41.440045351
first,4146,718621645757,718621645777,41.450090703
first,4147,718621745496,718621745515,41.460068027
first,4148,718621845394,718621845405,41.470045351
first,4149,718621945559,718621945570,41.480068027
first,4150,718622045463,718622045475,41.490045351
first,4151,718622145525,718622145535,41.500068027
first,4152,718622245902,718622245921,41.510090703
first,4153,718622345426,718622345436,41.520045351
first,4154,718622446278,718622446296,41.530113379
first,4155,718622545408,718622545419,41.540045351
first,4156,718622645633,718622645644,41.550068027
first,4157,718622753684,718622753698,41.560045351
first,4158,718622845736,718622845747,41.570068027
first,4159,718622945390,718622945400,41.580045351
first,4160,718623045624,718623045645,41.590045351
first,4161,718623145659,718623145669,41.600068027
first,4162,718623245463,718623245475,41.610045351
first,4163,718623345638,718623345648,41.620068027
first,4164,718623445379,718623445390,41.630045351
first,4165,718623545565,718623545576,41.640068027
first,4166,718623645390,718623645400,41.650045351
first,4167,718623745504,718623745516,41.660068027
first,4168,718623845341,718623845351,41.670045351
first,4169,718623953636,718623953647,41.680045351
first,4170,718624045338,718624045347,41.690068027
first,4171,718624145409,718624145418,41.700045351
first,4172,718624246289,718624246308,41.710136054
first,4173,718624345424,718624345435,41.720045351
first,4174,718624445652,718624445662,41.730068027
first,4175,718624545455,718624545465,41.740045351
first,4176,718624645345,718624645355,41.750045351
first,4177,718624745443,718624745453,41.760068027
first,4178,718624845877,718624845896,41.770090703
first,4179,718624946493,718624946512,41.780113379
first,4180,718625045451,718625045462,41.790045351
first,4181,718625153812,718625153831,41.800068027
first,4182,718625245656,718625245670,41.810068027
first,4183,718625345466,718625345474,41.820045351
first,4184,718625446119,718625446130,41.830113379
first,4185,718625545346,718625545356,41.840045351
first,4186,718625646102,718625646112,41.850113379
first,4187,718625745446,718625745456,41.860045351
first,4188,718625845648,718625845658,41.870068027
first,4189,718625945700,718625945710,41.880068027
first,4190,718626045392,718626045402,41.890045351
first,4191,718626145659,718626145669,41.900068027
first,4192,718626245894,718626245912,41.910090703
first,4193,718626353810,718626353820,41.920068027
first,4194,718626445443,718626445456,41.930045351
first,4195,718626545679,718626545691,41.940068027
first,4196,718626646154,718626646173,41.950090703
first,4197,718626745426,718626745436,41.960045351
first,4198,718626845688,718626845699,41.970068027
first,4199,718626945421,718626945432,41.980045351
first,4200,718627045564,718627045574,41.990068027
first,4201,718627145636,718627145656,42.000045351
first,4202,718627245681,718627245692,42.010068027
first,4203,718627345478,718627345489,42.020045351
first,4204,718627445621,718627445635,42.030045351
first,4205,718627553862,718627553874,42.040068027
first,4206,718627646124,718627646144,42.050090703
first,4207,718627745598,718627745609,42.060068027
first,4208,718627845438,718627845449,42.070045351
first,4209,718627945729,718627945740,42.080068027
first,4210,718628045407,718628045418,42.090045351
first,4211,718628145446,718628145455,42.100045351
first,4212,718628245697,718628245707,42.110068027
first,4213,718628345555,718628345565,42.120045351
first,4214,718628445663,718628445674,42.130068027
first,4215,718628546274,718628546293,42.140090703
first,4216,718628645825,718628645837,42.150068027
first,4217,718628753711,718628753723,42.160045351
first,4218,718628845515,718628845526,42.170045351
first,4219,718628945741,718628945752,42.180068027
first,4220,718629045539,718629045549,42.190045351
first,4221,718629145627,718629145636,42.200068027
first,4222,718629245604,718629245614,42.210045351
first,4223,718629345737,718629345747,42.220068027
first,4224,718629445556,718629445566,42.230045351
first,4225,718629545467,718629545478,42.240045351
first,4226,718629646581,718629646600,42.250136054
first,4227,718629745472,718629745483,42.260045351
first,4228,718629845763,718629845777,42.270068027
first,4229,718629953710,718629953721,42.280045351
first,4230,718630045619,718630045629,42.290068027
first,4231,718630145480,718630145489,42.300045351
first,4232,718630246419,718630246430,42.310136054
first,4233,718630345329,718630345339,42.320045351
first,4234,718630445520,718630445531,42.330045351
first,4235,718630545569,718630545580,42.340068027
first,4236,718630645399,718630645409,42.350045351
first,4237,718630745620,718630745630,42.360068027
first,4238,718630845488,718630845499,42.370045351
first,4239,718630945629,718630945639,42.380068027
first,4240,718631045450,718631045460,42.390045351
first,4241,718631153680,718631153691,42.400045351
first,4242,718631245692,718631245703,42.410068027
first,4243,718631345454,718631345464,42.420045351
first,4244,718631446410,718631446430,42.430113379
first,4245,718631545363,718631545373,42.440045351
first,4246,718631645685,718631645700,42.450068027
first,4247,718631745776,718631745806,42.460068027
first,4248,718631846055,718631846076,42.470090703
first,4249,718631945719,718631945730,42.480068027
first,4250,718632045896,718632045909,42.490090703
first,4251,718632145551,718632145562,42.500068027
first,4252,718632245529,718632245549,42.510045351
first,4253,718632353882,718632353892,42.520068027
first,4254,718632446142,718632446160,42.530090703
first,4255,718632545519,718632545529,42.540045351
first,4256,718632645740,718632645750,42.550068027
first,4257,718632745505,718632745516,42.560045351
first,4258,718632846683,718632846707,42.570136054
first,4259,718632945638,718632945649,42.580045351
first,4260,718633045678,718633045689,42.590068027
first,4261,718633145538,718633145548,42.600045351
first,4262,718633245547,718633245558,42.610045351
first,4263,718633345721,718633345731,42.620068027
first,4264,718633445579,718633445589,42.630045351
first,4265,718633553866,718633553877,42.640068027
first,4266,718633645531,718633645542,42.650045351
first,4267,718633745546,718633745559,42.660068027
first,4268,718633845442,718633845461,42.670045351
first,4269,718633945459,718633945470,42.680045351
first,4270,718634045811,718634045822,42.690068027
first,4271,718634145453,718634145462,42.700045351
first,4272,718634245537,718634245547,42.710068027
first,4273,718634345489,718634345500,42.720045351
first,4274,718634445705,718634445716,42.730068027
first,4275,718634545528,718634545539,42.740045351
first,4276,718634645501,718634645512,42.750045351
first,4277,718634753883,718634753894,42.760068027
first,4278,718634845611,718634845622,42.770045351
first,4279,718634945648,718634945658,42.780068027
first,4280,718635045577,718635045595,42.790045351
first,4281,718635145755,718635145774,42.800068027
first,4282,718635245432,718635245443,42.810045351
first,4283,718635345488,718635345498,42.820045351
first,4284,718635445697,718635445707,42.830068027
first,4285,718635545661,718635545672,42.840045351
first,4286,718635645786,718635645796,42.850068027
first,4287,718635745500,718635745510,42.860045351
first,4288,718635845742,718635845752,42.870068027
first,4289,718635953742,718635953753,42.880045351
first,4290,718636046075,718636046093,42.890090703
first,4291,718636145694,718636145705,42.900068027
first,4292,718636245497,718636245508,42.910045351
first,4293,718636345826,718636345845,42.920068027
first,4294,718636446278,718636446298,42.930090703
first,4295,718636546258,718636546268,42.940113379
first,4296,718636645535,718636645546,42.950045351
first,4297,718636746257,718636746277,42.960090703
first,4298,718636845695,718636845706,42.970068027
first,4299,718636946073,718636946092,42.980090703
first,4300,718637045879,718637045899,42.990090703
first,4301,718637153735,718637153745,43.000045351
first,4302,718637246448,718637246468,43.010113379
first,4303,718637345594,718637345605,43.020045351
first,4304,718637446295,718637446314,43.030113379
first,4305,718637546233,718637546252,43.040090703
first,4306,718637645689,718637645704,43.050045351
first,4307,718637745829,718637745842,43.060068027
first,4308,718637845621,718637845632,43.070045351
first,4309,718637945721,718637945731,43.080068027
first,4310,718638045647,718638045658,43.090045351
first,4311,718638145822,718638145833,43.100068027
first,4312,718638245533,718638245544,43.110045351
first,4313,718638353760,718638353770,43.120045351
first,4314,718638445665,718638445676,43.130068027
first,4315,718638545643,718638545654,43.140045351
first,4316,718638645751,718638645763,43.150068027
first,4317,718638745603,718638745622,43.160045351
first,4318,718638845834,718638845854,43.170068027
first,4319,718638945635,718638945645,43.180045351
first,4320,718639045579,718639045591,43.190045351
first,4321,718639145633,718639145642,43.200068027
first,4322,718639245595,718639245605,43.210045351
first,4323,718639345787,718639345797,43.220068027
first,4324,718639445539,718639445550,43.230045351
first,4325,718639553927,718639553937,43.240068027
first,4326,718639645538,718639645548,43.250045351
first,4327,718639745613,718639745624,43.260045351
first,4328,718639845812,718639845824,43.270068027
first,4329,718639945601,718639945613,43.280045351
first,4330,718640045774,718640045785,43.290068027
first,4331,718640145433,718640145443,43.300045351
first,4332,718640245793,718640245803,43.310068027
first,4333,718640345672,718640345683,43.320045351
first,4334,718640445605,718640445616,43.330045351
first,4335,718640545763,718640545774,43.340068027
first,4336,718640645657,718640645667,43.350045351
first,4337,718640753939,718640753949,43.360068027
first,4338,718640845593,718640845604,43.370045351
first,4339,718640945789,718640945800,43.380068027
first,4340,718641046008,718641046019,43.390068027
first,4341,718641145671,718641145682,43.400045351
first,4342,718641245754,718641245764,43.410068027
first,4343,718641345889,718641345899,43.420045351
first,4344,718641446275,718641446296,43.430113379
first,4345,718641545653,718641545678,43.440045351
first,4346,718641646014,718641646039,43.450090703
first,4347,718641745580,718641745590,43.460068027
first,4348,718641845478,718641845497,43.470045351
first,4349,718641954127,718641954147,43.480090703
first,4350,718642046121,718642046132,43.490090703
first,4351,718642145541,718642145550,43.500068027
first,4352,718642245547,718642245557,43.510045351
first,4353,718642345685,718642345696,43.520068027
first,4354,718642445567,718642445578,43.530045351
first,4355,718642545547,718642545558,43.540045351
first,4356,718642645737,718642645748,43.550068027
first,4357,718642746201,718642746220,43.560090703
first,4358,718642845743,718642845754,43.570068027
first,4359,718642945599,718642945610,43.580045351
first,4360,718643045790,718643045801,43.590068027
first,4361,718643153797,718643153806,43.600045351
first,4362,718643245629,718643245639,43.610045351
first,4363,718643345801,718643345811,43.620068027
first,4364,718643445498,718643445509,43.630045351
first,4365,718643545697,718643545708,43.640068027
first,4366,718643645690,718643645701,43.650045351
first,4367,718643745752,718643745762,43.660068027
first,4368,718643845433,718643845444,43.670045351
first,4369,718643945868,718643945879,43.680068027
first,4370,718644045564,718644045575,43.690045351
first,4371,718644145574,718644145583,43.700045351
first,4372,718644245754,718644245765,43.710068027
first,4373,718644353910,718644353922,43.720045351
first,4374,718644445883,718644445897,43.730068027
first,4375,718644545591,718644545601,43.740045351
first,4376,718644645806,718644645817,43.750068027
first,4377,718644745597,718644745607,43.760045351
first,4378,718644845573,718644845584,43.770045351
first,4379,718644945787,718644945797,43.780068027
first,4380,718645045573,718645045584,43.790045351
first,4381,718645145772,718645145782,43.800068027
first,4382,718645246304,718645246323,43.810090703
first,4383,718645345797,718645345808,43.820068027
first,4384,718645446413,718645446461,43.830090703
first,4385,718645553866,718645553877,43.840045351
first,4386,718645645753,718645645763,43.850068027
first,4387,718645745852,718645745869,43.860068027
first,4388,718645845822,718645845833,43.870068027
first,4389,718645945646,718645945673,43.880045351
first,4390,718646046662,718646046681,43.890136054
first,4391,718646145585,718646145595,43.900045351
first,4392,718646246033,718646246043,43.910068027
first,4393,718646345858,718646345869,43.920068027
first,4394,718646445556,718646445567,43.930045351
first,4395,718646546557,718646546568,43.940113379
first,4396,718646645667,718646645693,43.950045351
first,4397,718646753986,718646753997,43.960068027
first,4398,718646845650,718646845661,43.970045351
first,4399,718646945568,718646945578,43.980045351
first,4400,718647046569,718647046588,43.990113379
first,4401,718647145653,718647145663,44.000045351
first,4402,718647246515,718647246533,44.010113379
first,4403,718647345641,718647345657,44.020045351
first,4404,718647446475,718647446494,44.030113379
first,4405,718647546181,718647546192,44.040090703
first,4406,718647646258,718647646277,44.050090703
first,4407,718647746590,718647746609,44.060113379
first,4408,718647845591,718647845602,44.070045351
first,4409,718647954060,718647954071,44.080068027
first,4410,718648045534,718648045537,44.090045351
first,4411,718648145885,718648145896,44.100068027
first,4412,718648246321,718648246341,44.110090703
first,4413,718648345614,718648345625,44.120045351
first,4414,718648446535,718648446554,44.130113379
first,4415,718648545523,718648545533,44.140045351
first,4416,718648646422,718648646441,44.150113379
first,4417,718648745604,718648745614,44.160045351
first,4418,718648846800,718648846822,44.170136054
first,4419,718648945685,718648945696,44.180045351
first,4420,718649045740,718649045758,44.190045351
first,4421,718649154146,718649154165,44.200068027
first,4422,718649245674,718649245685,44.210045351
first,4423,718649345898,718649345909,44.220068027
first,4424,718649445600,718649445610,44.230045351
first,4425,718649545843,718649545854,44.240068027
first,4426,718649645583,718649645593,44.250045351
first,4427,718649745683,718649745694,44.260045351
first,4428,718649845813,718649845826,44.270068027
first,4429,718649945562,718649945573,44.280045351
first,4430,718650045863,718650045873,44.290068027
first,4431,718650145645,718650145654,44.300045351
first,4432,718650245815,718650245825,44.310068027
first,4433,718650353867,718650353877,44.320045351
first,4434,718650445631,718650445641,44.330045351
first,4435,718650545855,718650545865,44.340068027
first,4436,718650645661,718650645672,44.350045351
first,4437,718650745811,718650745822,44.360068027
first,4438,718650845643,718650845653,44.370045351
first,4439,718650945945,718650945956,44.380068027
first,4440,718651045800,718651045811,44.390045351
first,4441,718651145852,718651145862,44.400068027
first,4442,718651246625,718651246644,44.410113379
first,4443,718651346331,718651346350,44.420090703
first,4444,718651445797,718651445808,44.430068027
first,4445,718651553913,718651553923,44.440045351
first,4446,718651645914,718651645925,44.450068027
first,4447,718651745743,718651745762,44.460068027
first,4448,718651846183,718651846202,44.470090703
first,4449,718651946245,718651946265,44.480068027
first,4450,718652046625,718652046665,44.490113379
first,4451,718652146319,718652146337,44.500113379
first,4452,718652245733,718652245750,44.510045351
first,4453,718652345921,718652345931,44.520068027
first,4454,718652446174,718652446178,44.530090703
first,4455,718652546593,718652546612,44.540113379
first,4456,718652646239,718652646257,44.550090703
first,4457,718652753884,718652753895,44.560045351
first,4458,718652845883,718652845894,44.570068027
first,4459,718652946227,718652946245,44.580090703
first,4460,718653047162,718653047185,44.590158730
first,4461,718653145720,718653145740,44.600045351
first,4462,718653246680,718653246701,44.610136054
first,4463,718653345650,718653345661,44.620045351
first,4464,718653446332,718653446351,44.630090703
first,4465,718653545720,718653545730,44.640068027
first,4466,718653646297,718653646316,44.650090703
first,4467,718653745914,718653745933,44.660068027
first,4468,718653845729,718653845748,44.670045351
first,4469,718653954092,718653954103,44.680068027
first,4470,718654045546,718654045568,44.690045351
first,4471,718654145660,718654145669,44.700045351
first,4472,718654245836,718654245847,44.710068027
first,4473,718654345663,718654345673,44.720045351
first,4474,718654445959,718654445972,44.730068027
first,4475,718654545748,718654545759,44.740045351
first,4476,718654645856,718654645867,44.750068027
first,4477,718654745660,718654745671,44.760045351
first,4478,718654845728,718654845739,44.770045351
first,4479,718654945847,718654945857,44.780068027
first,4480,718655045720,718655045730,44.790045351
first,4481,718655154098,718655154108,44.800068027
first,4482,718655245683,718655245704,44.810045351
first,4483,718655345907,718655345917,44.820068027
first,4484,718655445719,718655445731,44.830045351
first,4485,718655545587,718655545598,44.840045351
first,4486,718655645949,718655645960,44.850068027
first,4487,718655745582,718655745611,44.860045351
first,4488,718655845906,718655845917,44.870068027
first,4489,718655945836,718655945847,44.880045351
first,4490,718656045857,718656045868,44.890068027
first,4491,718656145694,718656145703,44.900045351
first,4492,718656246167,718656246177,44.910090703
first,4493,718656354080,718656354091,44.920068027
first,4494,718656445804,718656445815,44.930045351
first,4495,718656546792,718656546811,44.940136054
first,4496,718656645785,718656645797,44.950045351
first,4497,718656746230,718656746249,44.960068027
first,4498,718656845577,718656845587,44.970045351
first,4499,718656945762,718656945772,44.980045351
first,4500,718657046858,718657046877,44.990136054
first,4501,718657145712,718657145721,45.000045351
first,4502,718657246669,718657246680,45.010113379
first,4503,718657345703,718657345713,45.020045351
first,4504,718657446121,718657446139,45.030068027
first,4505,718657553939,718657553950,45.040045351
first,4506,718657645869,718657645879,45.050068027
first,4507,718657745645,718657745655,45.060045351
first,4508,718657846122,718657846134,45.070068027
first,4509,718657946733,718657946752,45.080136054
first,4510,718658045758,718658045789,45.090045351
first,4511,718658145827,718658145836,45.100068027
first,4512,718658245752,718658245774,45.110045351
first,4513,718658345928,718658345939,45.120068027
first,4514,718658445696,718658445706,45.130045351
first,4515,718658545649,718658545659,45.140045351
first,4516,718658645849,718658645859,45.150068027
first,4517,718658754082,718658754101,45.160068027
first,4518,718658845897,718658845909,45.170068027
first,4519,718658945751,718658945762,45.180045351
first,4520,718659045817,718659045828,45.190068027
first,4521,718659145605,718659145616,45.200045351
first,4522,718659245877,718659245900,45.210045351
first,4523,718659345933,718659345944,45.220068027
first,4524,718659445749,718659445759,45.230045351
first,4525,718659545867,718659545877,45.240068027
first,4526,718659645754,718659645765,45.250045351
first,4527,718659746127,718659746138,45.260068027
first,4528,718659845762,718659845773,45.270045351
first,4529,718659954089,718659954111,45.280068027
first,4530,718660046316,718660046326,45.290068027
first,4531,718660145754,718660145763,45.300045351
first,4532,718660246205,718660246216,45.310068027
first,4533,718660345754,718660345765,45.320045351
first,4534,718660445870,718660445880,45.330068027
first,4535,718660545722,718660545733,45.340045351
first,4536,718660645680,718660645704,45.350045351
first,4537,718660746379,718660746389,45.360068027
first,4538,718660845634,718660845644,45.370045351
first,4539,718660945696,718660945707,45.380068027
first,4540,718661045765,718661045776,45.390045351
first,4541,718661154121,718661154130,45.400068027
first,4542,718661246261,718661246286,45.410045351
first,4543,718661345765,718661345775,45.420045351
first,4544,718661445934,718661445945,45.430068027
first,4545,718661545738,718661545748,45.440045351
first,4546,718661646014,718661646026,45.450068027
first,4547,718661746814,718661746826,45.460045351
first,4548,718661845827,718661845838,45.470068027
first,4549,718661945685,718661945696,45.480045351
first,4550,718662045995,718662046005,45.490045351
first,4551,718662146028,718662146039,45.500068027
first,4552,718662245830,718662245841,45.510045351
first,4553,718662354799,718662354817,45.520136054
first,4554,718662445748,718662445759,45.530045351
first,4555,718662546776,718662546795,45.540113379
first,4556,718662646578,718662646588,45.550113379
first,4557,718662745876,718662745886,45.560045351
first,4558,718662845910,718662845921,45.570068027
first,4559,718662946290,718662946309,45.580090703
first,4560,718663046893,718663046912,45.590136054
first,4561,718663145709,718663145718,45.600045351
first,4562,718663246033,718663246044,45.610068027
first,4563,718663345949,718663345963,45.620045351
first,4564,718663445744,718663445755,45.630045351
first,4565,718663554160,718663554170,45.640068027
first,4566,718663645751,718663645761,45.650045351
first,4567,718663746179,718663746198,45.660068027
first,4568,718663845649,718663845660,45.670045351
first,4569,718663945932,718663945943,45.680068027
first,4570,718664045698,718664045708,45.690045351
first,4571,718664145717,718664145727,45.700045351
first,4572,718664246149,718664246168,45.710068027
first,4573,718664345793,718664345814,45.720045351
first,4574,718664446151,718664446162,45.730068027
first,4575,718664546015,718664546026,45.740045351
first,4576,718664646281,718664646292,45.750068027
first,4577,718664754054,718664754065,45.760045351
first,4578,718664845948,718664845959,45.770068027
first,4579,718664945779,718664945790,45.780045351
first,4580,718665046831,718665046850,45.790090703
first,4581,718665145718,718665145728,45.800068027
first,4582,718665245914,718665245924,45.810045351
first,4583,718665345988,718665345999,45.820068027
first,4584,718665445866,718665445877,45.830045351
first,4585,718665545990,718665546000,45.840068027
first,4586,718665645777,718665645788,45.850045351
first,4587,718665746163,718665746182,45.860045351
first,4588,718665845773,718665845784,45.870068027
first,4589,718665954044,718665954055,45.880045351
